indice,nombre,localizacion,año,kilometros recorridos,combustible,transmision,tipo propietario,kilometraje,motor,potencia,asientos,precio
995,Hyundai Grand i10 1.2 CRDi Magna,Hyderabad,2017,25678,Diesel,Manual,First,24.0 ,1186.0,73.97,5.0,7.9
996,Maruti SX4 ZDI,Coimbatore,2015,65636,Diesel,Manual,First,21.79 ,1248.0,88.73,5.0,18.22921787709497
997,Audi A6 2011-2015 35 TDI Premium,Kochi,2015,21730,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
998,Honda Amaze S i-Vtech,Chennai,2013,46112,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
999,Hyundai i20 Magna 1.2,Kolkata,2015,20000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
1000,Mahindra XUV500 W6 2WD,Hyderabad,2013,67000,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
1001,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Ahmedabad,2016,29000,Diesel,Automatic,First,13.0 ,2143.0,204.0,5.0,18.22921787709497
1002,Hyundai Verna 1.4 CRDi,Pune,2014,86000,Diesel,Manual,First,24.8 ,1396.0,88.7,5.0,18.22921787709497
1003,Honda Amaze EX i-Vtech,Hyderabad,2013,34000,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
1004,Audi A4 2.0 TDI Premium Sport Limited Edition,Bangalore,2014,36000,Diesel,Automatic,First,17.11 ,1968.0,174.33,5.0,18.22921787709497
1005,Hyundai i10 Magna,Mumbai,2013,49000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
1006,Tata Tigor 1.2 Revotron XT,Mumbai,2017,7000,Petrol,Manual,First,20.3 ,1199.0,84.0,5.0,18.22921787709497
1007,Hyundai Xcent 1.1 CRDi S,Kolkata,2014,60188,Diesel,Manual,First,24.4 ,1120.0,71.0,5.0,18.22921787709497
1008,Ford Figo Diesel ZXI,Ahmedabad,2012,79000,Diesel,Manual,First,20.0 ,1399.0,68.0,5.0,18.22921787709497
1009,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,115439,Diesel,Manual,Second,12.99 ,2494.0,100.0,7.0,18.22921787709497
1010,Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,2011,104500,Diesel,Manual,Second,23.0 ,1396.0,90.0,5.0,18.22921787709497
1011,Mercedes-Benz E-Class E250 CDI Launch Edition,Delhi,2013,35000,Diesel,Automatic,First,13.0 ,2143.0,204.0,5.0,18.22921787709497
1012,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2016,26186,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
1013,Chevrolet Spark 1.0 LT,Pune,2012,58061,Petrol,Manual,First,18.0 ,995.0,62.0,5.0,18.22921787709497
1014,Hyundai i20 1.4 CRDi Sportz,Ahmedabad,2011,62000,Diesel,Manual,First,23.0 ,1396.0,90.0,5.0,18.22921787709497
1015,Maruti Swift Dzire VDI,Mumbai,2013,118000,Diesel,Manual,Second,23.4 ,1248.0,74.0,5.0,18.22921787709497
1016,Hyundai i10 Magna 1.2,Chennai,2009,65000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
1017,Hyundai Santro Xing GLS,Hyderabad,2008,44379,Petrol,Manual,First,17.92 ,1086.0,62.1,5.0,18.22921787709497
1018,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2017,61041,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
1019,Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,2011,73000,Diesel,Manual,Second,17.8 ,1399.0,67.0,5.0,18.22921787709497
1020,Hyundai Creta 1.6 CRDi AT SX Plus,Pune,2016,57297,Diesel,Automatic,First,17.01 ,1582.0,126.2,5.0,18.22921787709497
1021,Hyundai Creta 1.6 VTVT Base,Hyderabad,2015,28700,Petrol,Manual,Second,15.29 ,1591.0,121.3,5.0,18.22921787709497
1022,Honda City 1.5 V MT,Hyderabad,2013,85264,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
1023,Maruti Ignis 1.2 AMT Delta,Hyderabad,2017,20000,Petrol,Automatic,First,20.89 ,1197.0,81.8,5.0,7.21
1024,Honda City i-VTEC CVT ZX,Hyderabad,2017,11934,Petrol,Automatic,First,18.0 ,1497.0,117.3,5.0,16.94
1025,Honda City 1.5 V MT,Pune,2010,83000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
1026,Ford Fiesta Classic 1.6 Duratec LXI,Hyderabad,2013,23000,Petrol,Manual,First,15.3 ,1596.0,99.6,5.0,18.22921787709497
1027,Hyundai i20 Sportz 1.2,Mumbai,2017,14927,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
1028,Toyota Corolla Executive (HE),Hyderabad,2007,158000,Petrol,Manual,Second,13.4 ,1794.0,125.0,5.0,18.22921787709497
1029,Nissan Micra Diesel XV,Jaipur,2011,111000,Diesel,Manual,Third,23.08 ,1461.0,63.1,5.0,18.22921787709497
1030,Maruti Alto LXi BSIII,Hyderabad,2011,63528,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1031,Maruti Ciaz VDi Plus,Jaipur,2015,92000,Diesel,Manual,First,26.21 ,1248.0,88.5,5.0,18.22921787709497
1032,Maruti Ciaz 1.3 Alpha,Delhi,2017,41200,Diesel,Manual,First,28.09 ,1248.0,88.5,5.0,18.22921787709497
1033,Mahindra XUV500 W8 2WD,Coimbatore,2016,39052,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
1034,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55100,Diesel,Manual,First,20.45 ,1461.0,83.8,5.0,18.22921787709497
1035,Hyundai i20 1.2 Sportz,Ahmedabad,2011,76958,Petrol,Manual,First,17.0 ,1197.0,80.0,5.0,18.22921787709497
1036,Renault Pulse RxL,Kochi,2015,70419,Diesel,Manual,First,23.08 ,1461.0,63.12,5.0,18.22921787709497
1037,Maruti Wagon R AMT VXI,Mumbai,2017,21000,Petrol,Automatic,First,20.51 ,998.0,67.0,5.0,18.22921787709497
1038,BMW 6 Series 650i Coupe,Delhi,2009,64000,Petrol,Automatic,First,7.94 ,4395.0,450.0,4.0,18.22921787709497
1039,Honda City V MT,Delhi,2011,63698,Petrol,Manual,Second,16.8 ,1497.0,116.3,5.0,18.22921787709497
1040,Tata Indigo eCS LX BSIV,Coimbatore,2016,62715,Diesel,Manual,First,23.03 ,1396.0,69.0,5.0,18.22921787709497
1041,Honda Brio S MT,Coimbatore,2013,37922,Petrol,Manual,Second,19.4 ,1198.0,86.8,5.0,18.22921787709497
1042,Honda Jazz 1.5 S i DTEC,Ahmedabad,2016,52000,Diesel,Manual,First,27.3 ,1498.0,98.6,5.0,18.22921787709497
1043,Mercedes-Benz A Class A180 CDI,Chennai,2013,47000,Diesel,Automatic,First,20.0 ,2143.0,107.3,5.0,18.22921787709497
1044,Toyota Corolla Altis GL,Mumbai,2009,64000,Petrol,Manual,Second,14.53 ,1798.0,138.1,5.0,18.22921787709497
1045,Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,109000,Petrol,Manual,Second,13.5 ,1799.0,130.0,5.0,18.22921787709497
1046,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,19000,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
1047,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99000,Petrol,Automatic,Second,9.74 ,1984.0,208.0,5.0,18.22921787709497
1048,OpelCorsa 1.4Gsi,Hyderabad,2005,50000,Petrol,Manual,Second,14.2 ,1389.0,88.0,5.0,18.22921787709497
1049,Toyota Fortuner 4x2 AT,Pune,2013,105000,Diesel,Automatic,Second,12.55 ,2982.0,168.5,7.0,18.22921787709497
1050,Hyundai Creta 1.6 VTVT S,Jaipur,2016,24000,Petrol,Manual,First,15.29 ,1591.0,121.3,5.0,18.22921787709497
1051,Volkswagen Ameo 1.5 TDI Highline,Coimbatore,2017,23389,Diesel,Manual,First,21.66 ,1498.0,108.62,5.0,10.13
1052,Hyundai i20 Magna,Ahmedabad,2009,90000,Petrol,Manual,First,18.5 ,1197.0,80.0,5.0,18.22921787709497
1053,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013,20000,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
1054,Hyundai Grand i10 CRDi Sportz,Jaipur,2014,62269,Diesel,Manual,First,24.0 ,1120.0,70.0,5.0,18.22921787709497
1055,Audi Q3 30 TDI S Edition,Chennai,2015,69000,Diesel,Manual,First,17.32 ,1968.0,138.13,5.0,18.22921787709497
1056,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,58898,Diesel,Automatic,First,14.69 ,2993.0,258.0,5.0,18.22921787709497
1057,Maruti Swift Dzire AMT ZDI,Coimbatore,2018,29110,Diesel,Automatic,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
1058,Hyundai Grand i10 1.2 Kappa Sportz AT,Kochi,2019,34649,Petrol,Automatic,First,18.9 ,1197.0,81.86,5.0,7.96
1059,Honda City i DTEC SV,Kolkata,2017,13000,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
1060,Hyundai Grand i10 1.2 Kappa Magna,Jaipur,2015,25043,Petrol,Manual,First,18.9 ,1197.0,81.86,5.0,6.54
1061,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,36611,Petrol,Automatic,First,19.0 ,1199.0,88.7,5.0,18.22921787709497
1062,Maruti Swift VDi BSIII W/ ABS,Jaipur,2008,150000,Diesel,Manual,Second,17.8 ,1248.0,75.0,5.0,18.22921787709497
1063,Maruti Wagon R VXI,Ahmedabad,2015,82000,Petrol,Manual,First,22.5 ,998.0,67.04,5.0,5.27
1064,Maruti Ciaz RS ZDi Plus SHVS,Kochi,2017,45158,Diesel,Manual,Second,28.09 ,1248.0,88.5,5.0,18.22921787709497
1065,Volkswagen Vento 1.2 TSI Comfortline AT,Coimbatore,2016,36968,Petrol,Automatic,First,16.93 ,1197.0,103.2,5.0,18.22921787709497
1066,Maruti Swift VXI BSIV,Coimbatore,2015,53556,Petrol,Manual,First,20.4 ,1197.0,81.8,5.0,18.22921787709497
1067,Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,2013,78500,Diesel,Automatic,First,20.0 ,1968.0,138.1,5.0,18.22921787709497
1068,Hyundai Xcent 1.1 CRDi S Celebration Edition,Jaipur,2017,133000,Diesel,Manual,First,24.4 ,1120.0,71.0,5.0,18.22921787709497
1069,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,33186,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
1070,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2012,65000,Petrol,Automatic,First,11.74 ,1796.0,186.0,5.0,18.22921787709497
1071,Maruti Swift VDI,Coimbatore,2015,61903,Diesel,Manual,First,22.9 ,1248.0,74.0,5.0,18.22921787709497
1072,Toyota Etios G,Kolkata,2011,25000,Petrol,Manual,First,17.6 ,1496.0,88.73,5.0,18.22921787709497
1073,Hyundai Santro Xing XG AT eRLX Euro III,Coimbatore,2007,64168,Petrol,Automatic,First,17.0 ,1086.0,110.38042013311147,5.0,18.22921787709497
1074,Maruti Swift Dzire VXI Optional,Hyderabad,2017,8044,Petrol,Manual,First,20.85 ,1197.0,83.14,5.0,18.22921787709497
1075,Audi Q5 3.0 TDI Quattro Technology,Bangalore,2017,18000,Diesel,Automatic,First,13.22 ,2967.0,241.4,5.0,18.22921787709497
1076,Honda City V MT,Mumbai,2013,80000,Petrol,Manual,First,16.8 ,1497.0,116.3,5.0,18.22921787709497
1077,Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,2016,45000,Diesel,Manual,First,25.32 ,1198.0,77.0,5.0,18.22921787709497
1078,Mahindra Xylo D4 BSIV,Mumbai,2013,78835,Diesel,Manual,Second,14.0 ,2498.0,112.0,8.0,18.22921787709497
1079,Tata Tiago 1.2 Revotron XT,Kochi,2017,30631,Petrol,Manual,First,23.84 ,1199.0,84.0,5.0,5.56
1080,Mahindra Scorpio VLX 2WD BSIII,Hyderabad,2011,72573,Diesel,Manual,First,12.05 ,2179.0,120.0,8.0,18.22921787709497
1081,Toyota Innova Crysta 2.8 GX AT,Delhi,2016,10000,Diesel,Automatic,First,11.36 ,2755.0,171.5,7.0,20.74
1082,Maruti Wagon R VXI BSIII,Mumbai,2011,50215,Petrol,Manual,First,18.9 ,998.0,67.1,5.0,18.22921787709497
1083,Maruti 800 AC,Kolkata,2009,9999,Petrol,Manual,First,16.1 ,796.0,37.0,4.0,18.22921787709497
1084,Honda Civic 2006-2010 1.8 MT Sport,Pune,2008,110000,Petrol,Manual,Second,13.5 ,1799.0,130.0,5.0,18.22921787709497
1085,Chevrolet Beat Diesel LS,Jaipur,2013,81000,Diesel,Manual,First,25.44 ,936.0,57.6,5.0,18.22921787709497
1086,Mahindra Thar CRDe,Delhi,2016,11000,Diesel,Manual,First,16.55 ,2498.0,105.0,6.0,11.14
1087,Tata Zest Revotron 1.2T XE,Kolkata,2017,59000,Petrol,Manual,First,17.57 ,1193.0,88.7,5.0,6.59
1088,Hyundai EON Era Plus,Mumbai,2015,8300,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
1089,Mahindra Ssangyong Rexton RX7,Mumbai,2016,40000,Diesel,Automatic,First,11.18 ,2696.0,184.0,7.0,18.22921787709497
1090,Hyundai Creta 1.6 CRDi SX Option,Pune,2016,83500,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
1091,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,22000,Diesel,Manual,First,22.95 ,1248.0,74.0,5.0,7.94
1092,Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,2013,39000,Petrol,Manual,First,13.7 ,1399.0,98.82,7.0,18.22921787709497
1093,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2013,90000,Diesel,Automatic,First,17.2 ,1968.0,138.1,5.0,18.22921787709497
1094,Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,Pune,2012,134487,Diesel,Manual,First,21.9 ,1396.0,88.8,5.0,18.22921787709497
1095,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2014,65000,Diesel,Automatic,First,15.73 ,1968.0,174.33,5.0,18.22921787709497
1096,Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,2015,48000,Diesel,Manual,First,15.4 ,2179.0,120.0,7.0,18.22921787709497
1097,BMW 3 Series 320d,Bangalore,2011,60000,Diesel,Automatic,First,13.2 ,1995.0,170.0,5.0,18.22921787709497
1098,Mercedes-Benz CLA 45 AMG,Kochi,2015,23742,Petrol,Automatic,First,15.04 ,1991.0,360.0,5.0,18.22921787709497
1099,Honda City 1.5 S MT,Hyderabad,2010,60268,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
1100,Maruti Vitara Brezza ZDi,Hyderabad,2016,70746,Diesel,Manual,First,24.3 ,1248.0,88.5,5.0,11.02
1101,Toyota Camry 2.5 G,Delhi,2014,61000,Petrol,Automatic,First,12.98 ,2494.0,178.4,5.0,18.22921787709497
1102,Maruti Swift Vdi BSIII,Pune,2007,102000,Diesel,Manual,First,17.8 ,1248.0,75.0,5.0,18.22921787709497
1103,Hyundai Elantra SX AT,Bangalore,2016,25000,Petrol,Automatic,Second,14.5 ,1797.0,147.4,5.0,18.22921787709497
1104,Renault Duster 85PS Diesel RxL Optional,Delhi,2013,64000,Diesel,Manual,First,20.46 ,1461.0,83.8,5.0,18.22921787709497
1105,Audi Q5 2008-2012 3.0 TDI Quattro,Hyderabad,2010,78265,Diesel,Automatic,First,12.19 ,2967.0,236.0,5.0,18.22921787709497
1106,Maruti Esteem Vxi - BSIII,Pune,2006,76560,Petrol,Manual,Third,15.9 ,1298.0,85.0,5.0,18.22921787709497
1107,Jeep Compass 2.0 Longitude,Kolkata,2017,10000,Diesel,Manual,First,17.1 ,1956.0,170.0,5.0,20.01
1108,Honda City 1.5 V AT,Mumbai,2010,52000,Petrol,Automatic,First,16.8 ,1497.0,118.0,5.0,18.22921787709497
1109,Tata Zest Quadrajet 1.3 75PS XE,Jaipur,2018,45000,Diesel,Manual,First,22.95 ,1248.0,74.0,5.0,7.94
1110,Maruti Baleno Zeta 1.2,Kochi,2018,29562,Petrol,Manual,First,21.4 ,1197.0,83.1,5.0,18.22921787709497
1111,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
1112,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2016,22003,Petrol,Manual,First,16.2 ,1199.0,74.0,5.0,18.22921787709497
1113,Mini Clubman Cooper S,Pune,2017,2890,Petrol,Manual,First,13.8 ,1998.0,192.0,5.0,44.59
1114,Mitsubishi Pajero Sport 4X2 AT,Mumbai,2015,52000,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,32.62
1115,Honda City ZX EXi,Pune,2008,100000,Petrol,Manual,Second,17.7 ,1497.0,78.0,5.0,18.22921787709497
1116,Hyundai EON Era Plus,Jaipur,2013,60000,Petrol,Manual,Second,21.1 ,814.0,55.2,5.0,18.22921787709497
1117,Chevrolet Spark 1.0 PS,Jaipur,2010,6512,Petrol,Manual,First,16.0 ,995.0,63.0,5.0,18.22921787709497
1118,Maruti Alto LXi,Kolkata,2008,39008,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1119,Toyota Corolla Executive (HE),Chennai,2003,136441,Petrol,Manual,First,13.4 ,1794.0,125.0,5.0,18.22921787709497
1120,Hyundai i20 1.2 Sportz Option,Kolkata,2012,36200,Petrol,Manual,First,17.0 ,1197.0,80.0,5.0,18.22921787709497
1121,Hyundai Verna 1.4 CRDi,Kolkata,2015,32506,Diesel,Manual,First,24.8 ,1396.0,88.7,5.0,18.22921787709497
1122,Chevrolet Enjoy 1.4 LTZ 8,Pune,2016,67000,Petrol,Manual,First,13.7 ,1399.0,98.79,8.0,18.22921787709497
1123,Fiat Grande Punto 1.4 Emotion,Pune,2011,59800,Petrol,Manual,Second,14.6 ,1368.0,88.7,5.0,18.22921787709497
1124,Mahindra XUV500 W8 4WD,Coimbatore,2015,63008,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
1125,Maruti Vitara Brezza ZDi AMT,Coimbatore,2018,57804,Diesel,Automatic,First,24.3 ,1248.0,88.5,5.0,11.59
1126,Toyota Etios Liva G,Kolkata,2012,37212,Petrol,Manual,First,18.3 ,1197.0,110.38042013311147,5.0,18.22921787709497
1127,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,65000,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
1128,Hyundai Santro Xing GLS,Coimbatore,2009,61259,Petrol,Manual,First,17.92 ,1086.0,62.1,5.0,18.22921787709497
1129,Hyundai i20 1.4 Asta (AT),Chennai,2010,50000,Petrol,Automatic,Second,15.0 ,1396.0,100.0,5.0,18.22921787709497
1130,Hyundai Elantra CRDi,Mumbai,2006,183513,Diesel,Manual,Second,14.9 ,1991.0,112.2,5.0,18.22921787709497
1131,Mahindra XUV500 W10 2WD,Delhi,2015,66000,Diesel,Manual,First,16.0 ,2179.0,140.0,7.0,18.22921787709497
1132,Audi A6 2.0 TDI Design Edition,Kochi,2012,78979,Diesel,Automatic,First,18.53 ,1968.0,187.74,5.0,18.22921787709497
1133,Tata Tiago 1.2 Revotron XZ WO Alloy,Bangalore,2016,30010,Petrol,Manual,First,23.84 ,1199.0,84.0,5.0,6.46
1134,Mercedes-Benz A Class Edition 1,Kochi,2016,27508,Diesel,Automatic,First,20.0 ,2143.0,107.3,5.0,18.22921787709497
1135,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014,28000,Petrol,Automatic,First,17.1 ,1591.0,121.4,5.0,18.22921787709497
1136,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2014,45000,Diesel,Automatic,First,19.27 ,2143.0,167.62,5.0,18.22921787709497
1137,BMW 7 Series 740i Sedan,Kochi,2013,86107,Petrol,Automatic,First,8.45 ,2979.0,321.0,5.0,18.22921787709497
1138,Land Rover Range Rover 2.2L Pure,Hyderabad,2015,49000,Diesel,Automatic,Second,12.7 ,2179.0,187.7,5.0,18.22921787709497
1139,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32746,Petrol,Automatic,First,13.0 ,1591.0,121.3,5.0,18.22921787709497
1140,Volkswagen Vento 1.2 TSI Highline AT,Mumbai,2013,42758,Petrol,Automatic,First,16.93 ,1197.0,103.2,5.0,18.22921787709497
1141,Mini Cooper Countryman D,Hyderabad,2013,50000,Diesel,Automatic,First,23.8 ,1998.0,112.0,5.0,18.22921787709497
1142,Volvo S60 D4 KINETIC,Coimbatore,2016,90904,Diesel,Automatic,First,9.0 ,1984.0,181.0,5.0,18.22921787709497
1143,Renault Pulse RxL,Kolkata,2012,52612,Diesel,Manual,First,23.08 ,1461.0,63.12,5.0,18.22921787709497
1144,Honda Amaze SX i-VTEC,Kolkata,2015,40000,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
1145,Toyota Camry 2.5 G,Delhi,2012,80724,Petrol,Automatic,First,12.98 ,2494.0,178.4,5.0,18.22921787709497
1146,Maruti Alto LXi,Hyderabad,2009,62659,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1147,Skoda Superb Style 1.8 TSI AT,Kochi,2011,72734,Petrol,Automatic,Second,14.67 ,1798.0,177.46,5.0,33.36
1148,Maruti Ertiga ZXI,Pune,2015,15000,Petrol,Manual,First,17.5 ,1373.0,91.1,7.0,18.22921787709497
1149,Audi A4 2.0 TDI,Bangalore,2014,65475,Diesel,Automatic,First,16.55 ,1968.0,147.51,5.0,18.22921787709497
1150,Maruti Ertiga VDI,Chennai,2012,71000,Diesel,Manual,First,20.77 ,1248.0,88.76,7.0,18.22921787709497
1151,Mercedes-Benz New C-Class C 220 CDI Style,Bangalore,2016,16000,Diesel,Automatic,First,19.27 ,2143.0,167.62,5.0,18.22921787709497
1152,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,72329,Petrol,Manual,First,17.5 ,1197.0,85.8,5.0,18.22921787709497
1153,Mercedes-Benz GLA Class 200 CDI SPORT,Coimbatore,2016,49398,Diesel,Automatic,First,17.9 ,2143.0,136.0,5.0,18.22921787709497
1154,Honda City i VTEC VX Option,Jaipur,2016,44147,Petrol,Manual,First,17.8 ,1497.0,117.3,5.0,18.22921787709497
1155,Maruti Alto LXi BSII,Ahmedabad,2007,45000,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1156,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5 ,2982.0,171.0,7.0,18.22921787709497
1157,BMW 3 Series Luxury Line,Coimbatore,2017,22574,Diesel,Automatic,First,21.76 ,1995.0,190.0,5.0,62.07
1158,Hyundai Elite i20 Petrol Asta,Kochi,2016,26642,Petrol,Manual,First,18.6 ,1197.0,81.86,5.0,18.22921787709497
1159,Honda Amaze VX i-DTEC,Hyderabad,2013,81304,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
1160,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Kolkata,2013,46000,Diesel,Manual,First,15.0 ,1896.0,105.0,5.0,18.22921787709497
1161,Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,2007,99000,Petrol,Manual,First,13.0 ,2987.0,210.0,5.0,18.22921787709497
1162,Hyundai EON Era,Pune,2012,36317,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
1163,Maruti Zen Estilo LXI BSIII,Pune,2008,70000,Petrol,Manual,First,18.2 ,998.0,67.1,5.0,18.22921787709497
1164,Hyundai Verna CRDi SX,Hyderabad,2009,137711,Diesel,Manual,First,16.8 ,1493.0,110.0,5.0,18.22921787709497
1165,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,18980,Petrol,Automatic,First,17.0 ,1591.0,121.3,5.0,15.14
1166,Hyundai i20 Asta Option 1.2,Mumbai,2015,31293,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
1167,Maruti Baleno Vxi - BSIII,Pune,2004,43000,Petrol,Manual,Second,15.4 ,1590.0,94.0,5.0,18.22921787709497
1168,Honda Jazz 1.5 S i DTEC,Ahmedabad,2016,45000,Diesel,Manual,First,27.3 ,1498.0,98.6,5.0,18.22921787709497
1169,Volkswagen Vento Diesel Comfortline,Kolkata,2012,53000,Diesel,Manual,First,20.54 ,1598.0,103.6,5.0,18.22921787709497
1170,Hyundai i10 Magna 1.1L,Pune,2011,30000,Petrol,Manual,First,19.81 ,1086.0,68.05,5.0,18.22921787709497
1171,Jeep Compass 2.0 Sport,Delhi,2017,13000,Diesel,Manual,First,17.1 ,1956.0,170.0,5.0,19.72
1172,Renault Duster 110PS Diesel RxZ,Delhi,2013,62000,Diesel,Manual,First,19.01 ,1461.0,108.45,5.0,18.22921787709497
1173,Maruti Swift Dzire VXi,Chennai,2012,35161,Petrol,Manual,First,17.5 ,1298.0,85.8,5.0,18.22921787709497
1174,Maruti Alto LXi,Jaipur,2006,75000,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1175,Tata Nano XTA,Coimbatore,2016,53590,Petrol,Automatic,First,21.9 ,624.0,37.48,4.0,18.22921787709497
1176,Hyundai i10 Era 1.1,Chennai,2008,71467,Petrol,Manual,First,19.81 ,1086.0,68.05,5.0,18.22921787709497
1177,Maruti Alto XCITE,Kochi,2011,66287,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
1178,Ford Figo Diesel EXI,Jaipur,2012,85000,Diesel,Manual,Second,20.0 ,1399.0,68.0,5.0,18.22921787709497
1179,Land Rover Discovery 4 TDV6 Auto Diesel,Hyderabad,2012,147202,Diesel,Automatic,First,11.8 ,2993.0,241.6,7.0,18.22921787709497
1180,Honda City i DTec SV,Coimbatore,2016,72566,Diesel,Manual,First,26.0 ,1498.0,98.6,5.0,18.22921787709497
1181,Maruti Ritz LDi,Pune,2015,190000,Diesel,Manual,First,23.2 ,1248.0,73.94,5.0,18.22921787709497
1182,Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,2017,25348,Petrol,Manual,First,18.9 ,1197.0,81.86,5.0,18.22921787709497
1183,Hyundai Grand i10 AT Asta,Delhi,2014,54000,Petrol,Automatic,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
1184,Hyundai i20 Sportz Option 1.2,Bangalore,2015,33000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
1185,BMW 5 Series 2003-2012 520d,Delhi,2011,58067,Diesel,Automatic,First,18.48 ,1995.0,177.0,5.0,18.22921787709497
1186,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2015,43020,Diesel,Automatic,First,13.0 ,2143.0,201.1,5.0,18.22921787709497
1187,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2014,27641,Diesel,Manual,First,12.99 ,2494.0,100.0,7.0,18.22921787709497
1188,Maruti Swift Dzire ZDI,Hyderabad,2016,46372,Diesel,Manual,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
1189,Maruti Alto K10 VXI,Kochi,2016,27535,Petrol,Manual,First,24.07 ,998.0,67.1,5.0,4.09
